Emotion,Text
anger," Well , there's nothing I can do about my height ! "
joy,Had a nice letter from my close friend.
joy," Yeah ! Where there is a will , there is a way . "
sadness,When I was trying for a girl who I really liked and cared for and thought she felt the same way too. But she didn't like the idea and just wanted to stay friends.
anger,"When my mother scolded me for coming home late, i.e after 7 P.M."
joy, How's your married life ? 
sadness,"The mood was despairing , despondent , and war-weary -- apathetic rather than rebellious . "
anger,"New Year's Eve party in the country, I hardly knew a person; my partner spent most of the time at the bar. I had little opportunity to get to know people because our table was separated and my boyfriend's parents were present."
neutral," Well , last week I invited her over to dinner . My husband and I had no problem with the food , but if you listened to her , then it would seem like I fed her old meat and rotten vegetables . There's just nothing can please her . "
neutral, That won ’ t be a problem . 
neutral,Hello ! 
anger, Damn ! 
joy, I requested it . What do you say ? Do you have your dancing shoes on ? 
sadness,You 're frightened to go to sleep . 
neutral,Here ’ s your hot dog and beer . What happened ? Did I miss anything ? 
sadness," I am really sorry too , maybe I can give you a call sometime . "
anger,"And she said absurd things, false things that filled my ears and inflated my head which seemed to be caught in a carcass where the heart wanted to explode and where the arm wanted to knock down the world."
sadness,I was alone in a cottage I often stay in.  I was woken up by a rustling sound in the middle of the night.
anger," How could I help but follow it ? The fluctuation of dollar is killing my company ! The exchange rates are eating into our profits , and we can't do anything about it . "
anger," Just an animal ? But it has life too . If you want a tattoo , get one . It's your choice because you want it . But has anyone asked the fish if it wanted one ? "
neutral, You too . 
sadness,@bechouston thanks 4 having me. Great seeing u. Hope u home safe. BED  hanging here  
sadness, But that still sounds expensive . 
joy, Thank you . So what do you think ? Would we have a good time ? 
joy,When my boyfriend came form Rumphi to London for a visit I was very happy to see him and couldn't believe it was him with me.
neutral, He is fine . 
anger,"One of my best friends accused me of giving up to early on problems. It was only a casual remark on her side, but I was angry and hurt."
anger,He also was miffed that World Tour organizers did not contact enough players before going public .
anger,"Tonight , one of Hadley 's victims described her anger towards him , and her relief he 'd been found guilty . "
sadness,Faith is the voice of God. Fear is the voice of satan. We can't listen to two voices. To do so makes us double-minded. @thebishop7  
neutral, Yes . 
anger," The cat has eaten my fish , I'll kill it . "
anger,"His face was livid , and his hand had clapped to his sword . "
neutral," at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . "
neutral," We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . "
joy,I felt happy when I learnt that I had qualified for the grade eight.
joy,When my mother was tremendous on the phone and we talked for hours. She was in a good mood.
joy," Yeah , there isn ’ t a bad seat in the place . "
neutral," No , we live in the suburbs . What about you ? "
sadness," I am sorry , sir . We are booked until 9:10 . "
joy,When I was accepted as a student of Psychology here at Guttenburg.
sadness,"It 'll be very loud and you might get frightened . "" "
neutral, Terrible . 
joy,When I was informed that a short story I had written had been accepted for publication.
joy,When I was with someone I love.
neutral, A second language is always difficult . 
sadness," Yes , a low fever . I feel terrible . Am I dying ? "
neutral," And if we don't need them , we won't need Zina , either . "
neutral, of what ? 
anger,She said : ` Don't be cross with them . 
joy, It's very nice . I haven't heard live music in a while . This is fun . 
sadness,Our relationship does seem to be improving but obviously I 'm worried that we now seem to be paying 50% more than we expected . 
sadness,I was terrified during an axcursion in Italy. I was lost and left alone in this unfamiliar country.
joy," Wow sounds interesting ! Excuse me if I am being a bit nosy but , how old are you ? "
anger,Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed.
neutral, For What ? 
joy," Exactly . We play every Saturdays on the field by the tennis courts . If you want to learn and play a little , you're welcome to join us . "
joy, It is such a nice place . 
